time,temperature_2m,wind_speed_10m,surface_pressure,wind_speed_90m,pressure_90m
2024-02-13 08:00:00,23.95,6.28,95.26,9.27632147963948,94.27922764314768
2024-02-13 09:00:00,25.42,6.54,95.26,9.660373005866592,94.28403162357296
2024-02-13 10:00:00,26.69,6.54,95.24,9.660373005866592,94.26834831144923
2024-02-13 11:00:00,27.57,6.29,95.19,9.291092692186677,94.22168577622593
2024-02-13 12:00:00,28.07,6.0,95.13,8.862727528317974,94.163894245577
2024-02-13 13:00:00,28.09,5.76,95.07,8.508218427185255,94.10456735869461
2024-02-13 14:00:00,27.61,5.48,95.04,8.09462447586375,94.07333956494577
2024-02-13 15:00:00,26.99,4.96,95.01,7.326521423409526,94.04165870227241
2024-02-13 16:00:00,26.17,4.4,95.04,6.499333520766515,94.06871289845449
2024-02-13 17:00:00,25.0,3.83,95.11,5.657374405576307,94.13420281705274
2024-02-13 18:00:00,23.97,3.36,95.2,4.963127415858065,94.21991102388151
2024-02-13 19:00:00,23.47,3.15,95.25,4.652931952366936,94.26775186070044
2024-02-13 20:00:00,23.14,3.21,95.28,4.741559227650116,94.29635381293343
2024-02-13 21:00:00,22.79,3.5,95.3,5.169924391518818,94.31498979703177
2024-02-13 22:00:00,22.32,3.5,95.3,5.169924391518818,94.31343109334198
2024-02-13 23:00:00,21.8,3.1,95.27,4.579075889630953,94.28201192393826
2024-02-14 00:00:00,21.33,2.51,95.22,3.7075743493463524,94.23096262279297
2024-02-14 01:00:00,21.06,2.04,95.17,3.013327359628111,94.18057952346089
2024-02-14 02:00:00,20.97,1.98,95.13,2.9247000843449316,94.14069432350368
2024-02-14 03:00:00,20.95,2.41,95.11,3.5598622238743864,94.12083540207837
2024-02-14 04:00:00,20.9,2.67,95.11,3.9439137501014985,94.12066808324911
2024-02-14 05:00:00,20.83,2.55,95.13,3.766659199535139,94.14022565297726
2024-02-14 06:00:00,21.32,3.27,95.16,4.830186502933296,94.17155244381591
2024-02-14 07:00:00,23.03,4.3,95.18,6.351621395294548,94.19702313955071
2024-02-14 08:00:00,25.02,5.07,95.16,7.4890047614286885,94.1837549833141
2024-02-14 09:00:00,26.77,5.58,95.11,8.242336601335715,94.13993208750858
2024-02-14 10:00:00,27.8,5.9,95.06,8.715015402846008,94.09374344436095
2024-02-14 11:00:00,28.63,5.72,95.01,8.449133576996468,94.04689431505163
2024-02-14 12:00:00,29.29,5.28,94.95,7.799200224919818,93.9895922806591
2024-02-14 13:00:00,29.7,5.0,94.9,7.385606273598312,93.94139095955376
2024-02-14 14:00:00,29.72,4.96,94.87,7.326521423409526,93.91175695818461
2024-02-14 15:00:00,29.21,5.04,94.85,7.4446911237870985,93.8903512148925
2024-02-14 16:00:00,28.21,5.07,94.87,7.4890047614286885,93.90698001983564
2024-02-14 17:00:00,26.57,5.04,94.93,7.4446911237870985,93.96112520245592
2024-02-14 18:00:00,24.43,4.47,95.02,6.602732008596891,94.04326849434136
2024-02-14 19:00:00,23.28,3.72,95.12,5.494891067557145,94.13846699366364
2024-02-14 20:00:00,22.84,3.18,95.19,4.697245590008527,94.20629208347762
2024-02-14 21:00:00,22.58,3.37,95.22,4.977898628405263,94.23512141929703
2024-02-14 22:00:00,22.15,3.75,95.21,5.539204705198734,94.22379832696541
2024-02-14 23:00:00,21.64,3.77,95.18,5.5687471302931275,94.19241231595367
2024-02-15 00:00:00,21.24,3.68,95.14,5.4358062173683575,94.15149303559416
2024-02-15 01:00:00,20.94,3.58,95.1,5.288094091896391,94.11090594852386
2024-02-15 02:00:00,20.84,3.57,95.05,5.273322879349195,94.0610914711791
2024-02-15 03:00:00,20.82,3.7,95.03,5.465348642462751,94.0412326386952
2024-02-15 04:00:00,20.74,3.67,95.03,5.421035004821161,94.04096489115216
2024-02-15 05:00:00,20.7,3.49,95.07,5.155153178971622,94.08041460225266
2024-02-15 06:00:00,21.32,3.84,95.13,5.672145618123503,94.14186406032164
2024-02-15 07:00:00,23.23,5.05,95.21,7.459462336334295,94.2273734080399
2024-02-15 08:00:00,24.65,5.7,95.23,8.419591151902075,94.25182928721384
2024-02-15 09:00:00,25.82,5.89,95.21,8.700244190298811,94.23584227857651
2024-02-15 10:00:00,26.74,5.97,95.18,8.818413890676384,94.20912151051549
2024-02-15 11:00:00,27.57,5.79,95.12,8.552532064826845,94.15239784677604
2024-02-15 12:00:00,28.33,5.59,95.05,8.257107813882913,94.0855349392448
2024-02-15 13:00:00,28.76,5.58,94.98,8.242336601335715,94.0176108887577
2024-02-15 14:00:00,28.78,5.6,94.93,8.271879026430108,93.9681809077212
2024-02-15 15:00:00,28.33,5.59,94.9,8.257107813882913,93.9370569777415
2024-02-15 16:00:00,27.23,5.6,94.92,8.271879026430108,93.95334499250897
2024-02-15 17:00:00,25.7,5.38,94.97,7.946912350391783,93.99790970763641
2024-02-15 18:00:00,24.09,5.14,95.06,7.592403249259064,94.08174538518037
2024-02-15 19:00:00,23.06,5.17,95.15,7.636716886900654,94.16743197463326
2024-02-15 20:00:00,22.54,5.12,95.25,7.562860824164671,94.26467854209628
2024-02-15 21:00:00,22.27,4.09,95.31,6.041425931803419,94.32316144356707
2024-02-15 22:00:00,22.0,3.03,95.35,4.475677401800577,94.36184885203576
2024-02-15 23:00:00,21.74,2.68,95.35,3.9586849626486953,94.36098214844509
2024-02-16 00:00:00,21.52,2.66,95.31,3.929142537554302,94.32066280363371
2024-02-16 01:00:00,21.33,2.81,95.24,4.150710725762251,94.25075488547367
2024-02-16 02:00:00,21.23,3.0,95.18,4.431363764158987,94.19104401632981
2024-02-16 03:00:00,21.18,3.25,95.16,4.800644077838903,94.17108473373123
2024-02-16 04:00:00,21.13,3.43,95.16,5.066525903688442,94.17091758713083
2024-02-16 05:00:00,21.1,3.77,95.17,5.5687471302931275,94.18071332262203
2024-02-16 06:00:00,21.48,4.69,95.19,6.927698684635217,94.20177498003609
2024-02-16 07:00:00,22.58,6.28,95.23,9.27632147963948,94.24501798739398
2024-02-16 08:00:00,23.77,7.26,95.23,10.72390030926475,94.24894520720707
2024-02-16 09:00:00,25.07,7.7,95.21,11.3738336613414,94.23340495595039
2024-02-16 10:00:00,26.2,7.63,95.16,11.270435173511023,94.18758348869001
2024-02-16 11:00:00,27.14,7.2,95.11,10.63527303398157,94.14112124036701
2024-02-16 12:00:00,27.83,6.88,95.06,10.162594232471276,94.09383926429577
2024-02-16 13:00:00,28.01,6.98,94.99,10.310306357943244,94.0251248205619
2024-02-16 14:00:00,27.6,7.4,94.95,10.930697284925502,93.98422301572684
2024-02-16 15:00:00,26.75,7.65,94.93,11.299977598605418,93.96170374525862
2024-02-16 16:00:00,25.52,7.4,94.96,10.930697284925502,93.98742928558231
2024-02-16 17:00:00,24.18,6.8,95.04,10.044424532093704,94.06224572490733
2024-02-16 18:00:00,22.91,6.25,95.11,9.23200784199789,94.1273500019829
2024-02-16 19:00:00,22.14,6.07,95.2,8.966126016148351,94.21386868802966
2024-02-16 20:00:00,21.83,5.54,95.24,8.18325175114693,94.25242296189226
2024-02-16 21:00:00,21.66,4.74,95.24,7.0015547473712,94.25185644744275
2024-02-16 22:00:00,21.55,4.6,95.22,6.794757771710446,94.23169711584958
2024-02-16 23:00:00,21.41,4.55,95.16,6.720901708974464,94.17185288103849
2024-02-17 00:00:00,21.24,4.07,95.09,6.011883506709026,94.10201253683675
2024-02-17 01:00:00,21.1,3.35,95.01,4.948356203310869,94.02237651342143
2024-02-17 02:00:00,20.96,2.93,94.97,4.327965276328611,93.98232484012486
2024-02-17 03:00:00,20.86,2.75,95.0,4.062083450479071,94.01167855961943
2024-02-17 04:00:00,20.82,2.72,95.03,4.017769812837482,94.0412326386952
2024-02-17 05:00:00,20.82,3.03,95.07,4.475677401800577,94.08081644702466
2024-02-17 06:00:00,21.07,4.1,95.13,6.056197144350615,94.14102881651938
2024-02-17 07:00:00,21.61,5.48,95.2,8.09462447586375,94.21210478385649
2024-02-17 08:00:00,22.29,5.56,95.23,8.212794176241323,94.24405616443559
2024-02-17 09:00:00,23.37,4.62,95.24,6.82430019680484,94.25752547431544
2024-02-17 10:00:00,24.32,4.24,95.23,6.262994120011369,94.25074974654564
2024-02-17 11:00:00,24.51,4.73,95.17,6.986783534824004,94.19198817940007
2024-02-17 12:00:00,24.63,4.55,95.08,6.720901708974464,94.10330478105212
2024-02-17 13:00:00,24.76,4.79,94.99,7.075410810107183,94.01465289954734
2024-02-17 14:00:00,24.8,5.17,94.89,7.636716886900654,93.91580981822874
2024-02-17 15:00:00,24.5,5.38,94.84,7.946912350391783,93.86534684007624
2024-02-17 16:00:00,23.9,5.3,94.83,7.8287426500142105,93.85349132094298
2024-02-17 17:00:00,23.07,4.73,94.86,6.986783534824004,93.88045956214447
2024-02-17 18:00:00,22.26,3.77,94.98,5.5687471302931275,93.99654514235266
2024-02-17 19:00:00,21.87,3.09,95.12,4.564304677083757,94.13380031936987
2024-02-17 20:00:00,21.64,2.86,95.2,4.224566788498234,94.21220479595281
2024-02-17 21:00:00,21.52,3.08,95.21,4.549533464536561,94.22170082398453
2024-02-17 22:00:00,21.53,3.21,95.2,4.741559227650116,94.21183798589728
2024-02-17 23:00:00,21.45,3.43,95.17,5.066525903688442,94.18188252350683
2024-02-18 00:00:00,21.27,3.29,95.1,4.859728928027689,94.11200879359544
2024-02-18 01:00:00,21.24,3.05,95.03,4.50521982689497,94.04263593832786
2024-02-18 02:00:00,21.19,2.8,94.95,4.135939513215054,93.96330043020252
2024-02-18 03:00:00,21.06,3.17,94.94,4.68247437746133,93.95297068359123
2024-02-18 04:00:00,20.93,3.52,94.99,5.199466816613212,94.00201659176048
2024-02-18 05:00:00,20.83,3.59,95.04,5.302865304443587,94.05116205254872
2024-02-18 06:00:00,21.08,4.07,95.09,6.011883506709026,94.1014780791969
2024-02-18 07:00:00,21.89,5.09,95.14,7.518547186523081,94.15365947848628
2024-02-18 08:00:00,23.16,5.35,95.14,7.902598712750193,94.15786508900854
2024-02-18 09:00:00,25.08,5.35,95.11,7.902598712750193,94.13446322697531
2024-02-18 10:00:00,26.79,5.61,95.1,8.286650238977307,94.13009842821064
2024-02-18 11:00:00,27.83,5.89,95.05,8.700244190298811,94.08394090123409
2024-02-18 12:00:00,28.41,5.55,95.01,8.198022963694125,94.04619526709548
2024-02-18 13:00:00,28.63,5.01,94.98,7.4003774861455085,94.01719842167776
2024-02-18 14:00:00,28.3,4.85,94.94,7.164038085390362,93.97655571740047
2024-02-18 15:00:00,27.5,4.9,94.92,7.237894148126347,93.95420866963903
2024-02-18 16:00:00,26.27,4.94,94.94,7.296978998315133,93.97005726285883
2024-02-18 17:00:00,24.87,4.7,95.01,6.942469897182414,94.03480576648488
2024-02-18 18:00:00,23.67,4.31,95.09,6.366392607841744,94.1100591509063
2024-02-18 19:00:00,23.07,3.71,95.15,5.4801198550099475,94.16746497299226
2024-02-18 20:00:00,22.82,2.88,95.24,4.254109213592628,94.25570921234674
2024-02-18 21:00:00,22.69,2.39,95.32,3.5303197987799932,94.33445178327806
2024-02-18 22:00:00,22.52,2.39,95.32,3.5303197987799932,94.33388806848417
2024-02-18 23:00:00,22.4,2.45,95.26,3.6189470740631733,94.27411073116289
2024-02-19 00:00:00,22.31,2.5,95.18,3.692803136799156,94.19464018701059
2024-02-19 01:00:00,22.19,2.57,95.09,3.796201624629532,94.1051740145303
2024-02-19 02:00:00,22.01,2.6,95.05,3.8405152622711225,94.06499107468308
2024-02-19 03:00:00,21.82,2.71,95.06,4.002998600290285,94.07425620171493
2024-02-19 04:00:00,21.5,2.74,95.12,4.047312237931875,94.13256837185997
2024-02-19 05:00:00,21.32,2.53,95.19,3.7371167744407456,94.20124082731017
2024-02-19 06:00:00,21.9,2.63,95.26,3.884828899912712,94.27244870570522
2024-02-19 07:00:00,23.18,3.05,95.34,4.50521982689497,94.35586656103726
2024-02-19 08:00:00,24.4,3.88,95.41,5.731230468312289,94.42916122689543
2024-02-19 09:00:00,25.34,4.66,95.44,6.883385046993627,94.46192674586557
2024-02-19 10:00:00,25.94,5.03,95.42,7.429919911239902,94.44408332769295
2024-02-19 11:00:00,26.47,5.09,95.38,7.518547186523081,94.40620917484549
2024-02-19 12:00:00,27.02,5.0,95.32,7.385606273598312,94.34859578292755
2024-02-19 13:00:00,27.19,4.89,95.28,7.223122935579148,94.30955022213188
2024-02-19 14:00:00,27.17,4.77,95.24,7.045868385012789,94.26989336132523
2024-02-19 15:00:00,26.99,4.74,95.21,7.0015547473712,94.23962030358233
2024-02-19 16:00:00,26.09,4.83,95.21,7.134495660295969,94.236716739228
2024-02-19 17:00:00,24.84,4.72,95.26,6.9720123222768065,94.2821418073997
2024-02-19 18:00:00,23.64,4.3,95.33,6.351621395294548,94.3474870635251
2024-02-19 19:00:00,22.93,3.78,95.41,5.583518342840324,94.42431672719502
2024-02-19 20:00:00,22.44,3.28,95.47,4.844957715480493,94.48207035818268
2024-02-19 21:00:00,22.06,2.91,95.51,4.298422851234218,94.52039083453222
2024-02-19 22:00:00,21.71,2.33,95.5,3.4416925234968136,94.50932601390261
2024-02-19 23:00:00,21.4,1.79,95.45,2.6440470459481955,94.45880802913362
2024-02-20 00:00:00,21.23,2.07,95.35,3.0576409972697007,94.35927765241696
2024-02-20 01:00:00,21.04,2.62,95.26,3.8700576873655157,94.26957687567396
2024-02-20 02:00:00,20.74,2.84,95.22,4.195024363403841,94.22898744539103
2024-02-20 03:00:00,20.5,2.7,95.24,3.9882273877430885,94.24797340288674
2024-02-20 04:00:00,20.48,2.31,95.29,3.41215009840242,94.2973853473702
2024-02-20 05:00:00,20.5,1.85,95.35,2.7326743212313755,94.35682763508242
2024-02-20 06:00:00,20.95,1.51,95.42,2.2304530946266903,94.42761133494184
2024-02-20 07:00:00,22.51,1.55,95.5,2.2895379448154767,94.51199267595015
2024-02-20 08:00:00,24.31,2.31,95.53,3.41215009840242,94.54763199230567
2024-02-20 09:00:00,26.08,3.39,95.5,5.007441053499655,94.5237197591666
2024-02-20 10:00:00,27.64,4.3,95.44,6.351621395294548,94.46936745270379
2024-02-20 11:00:00,28.68,5.0,95.37,7.385606273598312,94.40340437012907
2024-02-20 12:00:00,29.13,5.7,95.3,8.419591151902075,94.33554443589006
2024-02-20 13:00:00,29.02,6.03,95.23,8.907041165959564,94.26590379595369
2024-02-20 14:00:00,28.61,5.85,95.17,8.641159340110024,94.20520879818685
2024-02-20 15:00:00,27.79,5.47,95.13,8.079853263316553,94.16299994750815
2024-02-20 16:00:00,26.53,5.08,95.15,7.503775973975885,94.17875088078773
2024-02-20 17:00:00,24.89,4.71,95.22,6.95724110972961,94.2427155482741
2024-02-20 18:00:00,23.26,4.29,95.32,6.336850182747352,94.33633719157619
2024-02-20 19:00:00,22.26,3.81,95.41,5.627831980481914,94.42209277776233
2024-02-20 20:00:00,21.74,3.42,95.48,5.051754691141245,94.48963372347707
2024-02-20 21:00:00,21.49,3.25,95.51,4.800644077838903,94.51848634384973
2024-02-20 22:00:00,21.3,3.09,95.5,4.564304677083757,94.50795376281465
2024-02-20 23:00:00,21.07,2.69,95.46,3.9734561751958917,94.46759813754798
2024-02-21 00:00:00,20.85,2.35,95.4,3.471234948591207,94.40748362448448
2024-02-21 01:00:00,20.64,2.28,95.32,3.36783646076083,94.3276107740848
2024-02-21 02:00:00,20.52,2.1,95.29,3.101954634911291,94.2975198421962
2024-02-21 03:00:00,20.44,1.96,95.28,2.8951576592505384,94.28735499797294
2024-02-21 04:00:00,20.36,1.81,95.3,2.673589471042589,94.30687743396142
2024-02-21 05:00:00,20.28,1.45,95.35,2.1418258193435102,94.35608689572206
2024-02-21 06:00:00,20.86,1.62,95.39,2.392936432645853,94.39762124002208
2024-02-21 07:00:00,22.61,1.8,95.44,2.6588182584953923,94.45294552844048
2024-02-21 08:00:00,24.9,2.2,95.45,3.2496667603832576,94.4703876570447
2024-02-21 09:00:00,26.81,3.26,95.4,4.815415290386099,94.42710334261191
2024-02-21 10:00:00,28.14,4.36,95.34,6.440248670577729,94.37198537088629
2024-02-21 11:00:00,28.91,5.2,95.29,7.681030524542245,94.32494683639098
2024-02-21 12:00:00,29.21,5.72,95.24,8.449133576996468,94.27640537381511
2024-02-21 13:00:00,29.32,6.04,95.19,8.921812378506761,94.22725972251229
2024-02-21 14:00:00,28.83,6.24,95.15,9.217236629450694,94.18611070470337
2024-02-21 15:00:00,27.93,6.09,95.11,8.995668441242744,94.14365051010783
2024-02-21 16:00:00,26.73,5.51,95.12,8.13893811350534,94.14970134773071
2024-02-21 17:00:00,25.09,4.7,95.17,6.942469897182414,94.19388037307061
2024-02-21 18:00:00,23.48,3.81,95.26,5.627831980481914,94.2776816832522
2024-02-21 19:00:00,22.63,3.0,95.35,4.431363764158987,94.3639426551956
2024-02-21 20:00:00,22.18,2.43,95.43,3.5894046489687796,94.44161941817877
2024-02-21 21:00:00,21.97,2.3,95.47,3.397378885855223,94.4805051903415
2024-02-21 22:00:00,21.8,2.33,95.47,3.4416925234968136,94.47993784379538
2024-02-21 23:00:00,21.61,2.48,95.41,3.663260711704763,94.41992560323264
2024-02-22 00:00:00,21.36,2.69,95.33,3.9734561751958917,94.33992040573845
2024-02-22 01:00:00,21.13,2.88,95.27,4.254109213592628,94.27977425941525
2024-02-22 02:00:00,21.0,3.05,95.23,4.50521982689497,94.23975484936871
2024-02-22 03:00:00,20.94,3.09,95.23,4.564304677083757,94.23955387463646
2024-02-22 04:00:00,20.85,2.81,95.27,4.150710725762251,94.2788361101115
2024-02-22 05:00:00,20.71,2.18,95.3,3.2201243352888644,94.30805410855432
2024-02-22 06:00:00,21.26,2.18,95.34,3.2201243352888644,94.34948197273185
2024-02-22 07:00:00,22.99,2.22,95.36,3.279209185477651,94.37503184568435
2024-02-22 08:00:00,25.21,2.82,95.35,4.165481938309448,94.37242550025125
2024-02-22 09:00:00,26.88,3.94,95.29,5.8198577435954695,94.31845069624853
2024-02-22 10:00:00,27.95,4.89,95.25,7.223122935579148,94.28229201793796
2024-02-22 11:00:00,28.55,5.37,95.21,7.932141137844587,94.24461232079119
2024-02-22 12:00:00,28.85,5.53,95.19,8.168480538599733,94.22576903240802
2024-02-22 13:00:00,28.82,5.69,95.17,8.40481993935488,94.20587633606463
2024-02-22 14:00:00,28.31,5.92,95.13,8.744557827940401,94.16465947128538
2024-02-22 15:00:00,27.33,5.9,95.1,8.715015402846008,94.13183255939916
2024-02-22 16:00:00,25.97,5.58,95.08,8.242336601335715,94.10765773802552
2024-02-22 17:00:00,24.35,5.13,95.12,7.577632036711868,94.14197900177342
2024-02-22 18:00:00,23.01,4.64,95.17,6.853842621899233,94.18706038457229
2024-02-22 19:00:00,22.34,4.33,95.25,6.395935032936138,94.2640150990191
2024-02-22 20:00:00,22.02,4.13,95.32,6.100510781992205,94.332226339974
2024-02-22 21:00:00,21.81,3.92,95.37,5.790315318501077,94.38100824022622
2024-02-22 22:00:00,21.64,3.58,95.38,5.288094091896391,94.39033711594517
2024-02-22 23:00:00,21.44,3.2,95.32,4.72678801510292,94.3302917049645
2024-02-23 00:00:00,21.22,2.86,95.23,4.224566788498234,94.24049105944653
2024-02-23 01:00:00,21.04,2.44,95.18,3.604175861515976,94.19040863979264
2024-02-23 02:00:00,20.92,1.94,95.17,2.8656152341561447,94.18011094125126
2024-02-23 03:00:00,20.83,1.8,95.18,2.6588182584953923,94.18970543099313
2024-02-23 04:00:00,20.67,1.84,95.18,2.7179031086841787,94.18916898169866
2024-02-23 05:00:00,20.52,1.87,95.22,2.7622167463257687,94.228248917766
2024-02-23 06:00:00,21.46,2.68,95.28,3.9586849626486953,94.29077383492209
2024-02-23 07:00:00,23.59,3.55,95.33,5.243780454254801,94.34732236859124
2024-02-23 08:00:00,25.73,4.18,95.34,6.174366844728189,94.36421992625523
2024-02-23 09:00:00,27.47,4.99,95.29,7.370835061051116,94.32034773463437
2024-02-23 10:00:00,28.77,5.63,95.24,8.3161926640717,94.27500822750577
2024-02-23 11:00:00,29.59,6.0,95.19,8.862727528317974,94.22811399381023
2024-02-23 12:00:00,29.89,6.4,95.13,9.45357603020584,94.16966710501897
2024-02-23 13:00:00,29.77,6.79,95.07,10.029653319546508,94.10989453810186
2024-02-23 14:00:00,29.22,6.95,95.04,10.265992720301654,94.07846052178684
2024-02-23 15:00:00,28.32,6.83,95.03,10.088738169735294,94.0657060552019
2024-02-23 16:00:00,27.08,6.52,95.06,9.630830580772198,94.09143805055022
2024-02-23 17:00:00,25.32,5.98,95.13,8.833185103223581,94.15503864894401
2024-02-23 18:00:00,23.76,5.17,95.21,7.636716886900654,94.22911838176235
2024-02-23 19:00:00,23.0,4.42,95.28,6.528875945860908,94.29589122023526
2024-02-23 20:00:00,22.65,3.84,95.35,5.672145618123503,94.36400897983322
2024-02-23 21:00:00,22.49,3.31,95.4,4.889271353122083,94.41296081664127
2024-02-23 22:00:00,22.34,2.84,95.38,4.195024363403841,94.39266939784191
2024-02-23 23:00:00,22.21,2.42,95.33,3.574633436421583,94.34275489531439
2024-02-24 00:00:00,22.02,2.01,95.27,2.969013721986521,94.28274447554891
2024-02-24 01:00:00,21.77,1.55,95.2,2.2895379448154767,94.21263794780879
2024-02-24 02:00:00,21.68,1.33,95.14,1.964571268777151,94.15296058989782
2024-02-24 03:00:00,21.72,1.52,95.12,2.2452243071738867,94.13330125187402
2024-02-24 04:00:00,21.57,1.85,95.17,2.7326743212313755,94.18228275643713
2024-02-24 05:00:00,21.46,1.85,95.23,2.7326743212313755,94.24129295024802
2024-02-24 06:00:00,22.05,2.87,95.28,4.239338001045431,94.29274066815435
2024-02-24 07:00:00,23.65,4.14,95.32,6.1152819945394015,94.33762305683416
2024-02-24 08:00:00,25.49,4.84,95.32,7.149266872843166,94.3436446356195
2024-02-24 09:00:00,26.86,5.73,95.27,8.463904789543665,94.29859018752545
2024-02-24 10:00:00,27.91,6.44,95.2,9.512660880394627,94.23267215028248
2024-02-24 11:00:00,28.6,6.7,95.13,9.896712406621738,94.16558250322014
2024-02-24 12:00:00,28.99,6.74,95.07,9.955797256810525,94.10742853476373
2024-02-24 13:00:00,29.04,6.81,95.04,10.0591957446409,94.07789068794605
2024-02-24 14:00:00,28.53,6.99,95.03,10.325077570490441,94.06637388711663
2024-02-24 15:00:00,27.53,7.08,95.04,10.45801848341521,94.07308368457342
2024-02-24 16:00:00,26.25,6.97,95.08,10.295535145396046,94.10856241485804
2024-02-24 17:00:00,24.64,6.58,95.17,9.719457856055378,94.19241292935565
2024-02-24 18:00:00,23.35,5.92,95.29,8.744557827940401,94.30694372245
2024-02-24 19:00:00,22.74,5.2,95.4,7.681030524542245,94.41379044900727
2024-02-24 20:00:00,22.5,4.65,95.48,6.868613834446431,94.49216635077137
2024-02-24 21:00:00,22.37,4.37,95.51,6.455019883124924,94.52142354187748
2024-02-24 22:00:00,22.12,4.74,95.49,7.0015547473712,94.50079806612943
2024-02-24 23:00:00,21.8,5.09,95.43,7.518547186523081,94.44035265982394
2024-02-25 00:00:00,21.54,5.0,95.38,7.385606273598312,94.39000303303771
2024-02-25 01:00:00,21.34,4.69,95.35,6.927698684635217,94.3596457855617
2024-02-25 02:00:00,21.14,4.52,95.34,6.676588071332874,94.34908018431447
2024-02-25 03:00:00,21.03,4.49,95.37,6.632274433691284,94.37839966972382
2024-02-25 04:00:00,20.96,4.49,95.39,6.632274433691284,94.39795689690965
2024-02-25 05:00:00,20.9,4.34,95.41,6.410706245483334,94.41754749051411
2024-02-25 06:00:00,21.15,4.83,95.44,7.134495660295969,94.44807436056583
2024-02-25 07:00:00,22.21,5.75,95.46,8.493447214638058,94.47140860491675
2024-02-25 08:00:00,23.87,6.32,95.46,9.335406329828267,94.47690514467132
2024-02-25 09:00:00,25.15,6.58,95.42,9.719457856055378,94.44151206515296
2024-02-25 10:00:00,25.72,6.55,95.38,9.675144218413788,94.40377804171868
2024-02-25 11:00:00,26.05,6.09,95.35,8.995668441242744,94.3751559496464
2024-02-25 12:00:00,26.39,5.57,95.33,8.22756538878852,94.35646104624799
2024-02-25 13:00:00,26.29,5.21,95.32,7.695801737089441,94.34623974969041
2024-02-25 14:00:00,25.71,4.94,95.32,7.296978998315133,94.34435966986311
2024-02-25 15:00:00,24.92,4.53,95.32,6.691359283880071,94.3417871621502
2024-02-25 16:00:00,24.13,4.15,95.35,6.1300532070866,94.36889236643965
2024-02-25 17:00:00,23.21,3.88,95.4,5.731230468312289,94.41534638823445
2024-02-25 18:00:00,22.29,3.67,95.48,5.421035004821161,94.49146784185982
2024-02-25 19:00:00,21.78,3.52,95.54,5.199466816613212,94.54914507734645
2024-02-25 20:00:00,21.52,3.45,95.58,5.096068328782835,94.5878601486865
2024-02-25 21:00:00,21.4,3.46,95.6,5.110839541330032,94.60725036757646
2024-02-25 22:00:00,21.37,3.23,95.56,4.77110165274451,94.56756519088154
2024-02-25 23:00:00,21.26,2.76,95.48,4.076854663026268,94.48802746755231
2024-02-26 00:00:00,21.12,2.54,95.36,3.7518879869879425,94.36880530309216
2024-02-26 01:00:00,20.94,2.65,95.29,3.9143713250071053,94.29892984053458
2024-02-26 02:00:00,20.75,3.1,95.24,4.579075889630953,94.24881284355526
2024-02-26 03:00:00,20.58,3.85,95.26,5.6869168306707,94.2680339135776
2024-02-26 04:00:00,20.46,4.12,95.32,6.08573956944501,94.32700556180998
2024-02-26 05:00:00,20.41,4.18,95.37,6.174366844728189,94.37631635388237
2024-02-26 06:00:00,20.64,4.79,95.43,7.075410810107183,94.43646554942208
2024-02-26 07:00:00,21.34,6.0,95.47,8.862727528317974,94.47839940375013
2024-02-26 08:00:00,22.4,6.85,95.49,10.118280594829686,94.50173035606493
2024-02-26 09:00:00,23.62,7.41,95.46,10.945468497472698,94.47608126513347
2024-02-26 10:00:00,24.9,7.57,95.4,11.181807898227845,94.42090081175553
2024-02-26 11:00:00,25.9,7.3,95.33,10.782985159453535,94.35487406763794
2024-02-26 12:00:00,26.67,6.94,95.26,10.251221507754458,94.28807977124693
2024-02-26 13:00:00,27.15,6.68,95.19,9.867169981527343,94.2203384119003
2024-02-26 14:00:00,27.09,6.5,95.13,9.601288155677805,94.16075694210646
2024-02-26 15:00:00,26.56,6.25,95.11,9.23200784199789,94.13925586349616
2024-02-26 16:00:00,25.51,6.03,95.13,8.907041165959564,94.15565570764063
2024-02-26 17:00:00,24.1,5.71,95.18,8.434362364449273,94.2005432566614
2024-02-26 18:00:00,22.77,5.36,95.25,7.917369925297391,94.26544039874166
2024-02-26 19:00:00,22.02,5.09,95.33,7.518547186523081,94.34212271285902
2024-02-26 20:00:00,21.62,4.47,95.38,6.602732008596891,94.390270317403
2024-02-26 21:00:00,21.36,4.0,95.4,5.9084850188786495,94.40919339879837
2024-02-26 22:00:00,21.07,3.83,95.37,5.657374405576307,94.37853377726744
2024-02-26 23:00:00,20.74,4.0,95.32,5.9084850188786495,94.32794668446411
2024-02-27 00:00:00,20.58,4.13,95.25,6.100510781992205,94.2581380460662
2024-02-27 01:00:00,20.44,4.16,95.19,6.144824419633796,94.19829263493959
2024-02-27 02:00:00,20.28,4.18,95.15,6.174366844728189,94.15817166363873
2024-02-27 03:00:00,20.16,4.02,95.16,5.938027443973042,94.16766372573217
2024-02-27 04:00:00,20.09,4.1,95.18,6.056197144350615,94.18721947140428
2024-02-27 05:00:00,20.0,4.08,95.21,6.026654719256222,94.21660326110768
2024-02-27 06:00:00,20.26,4.47,95.24,6.602732008596891,94.24716620109062
2024-02-27 07:00:00,21.11,5.28,95.28,7.799200224919818,94.28960336173932
2024-02-27 08:00:00,22.33,5.75,95.28,8.493447214638058,94.2936713465314
2024-02-27 09:00:00,23.91,5.94,95.24,8.774100253034796,94.25930220397703
2024-02-27 10:00:00,25.54,5.97,95.17,8.818413890676384,94.195343417905
