time,temperature_2m,wind_speed_10m,wind_speed_100m,surface_pressure,wind_speed_90m,pressure_90m
2024-11-01 19:00:00,18.1,5.722222222222222,8.083333333333334,1008.5,7.975294813953962,997.9092869796388
2024-11-01 20:00:00,17.8,6.055555555555555,8.777777777777779,1008.9,8.653215720140384,998.2942195533473
2024-11-01 21:00:00,17.8,5.166666666666667,7.555555555555555,1009.3,7.44624599477172,998.6900146646776
2024-11-01 22:00:00,17.7,4.777777777777778,7.055555555555555,1009.7,6.951330160389573,999.0821796624931
2024-11-01 23:00:00,17.6,3.9722222222222223,6.388888888888888,1009.8,6.27830828670059,999.1774951236516
2024-11-02 00:00:00,17.3,2.944444444444444,5.0,1009.1,4.9059429360697235,998.47395247776
2024-11-02 01:00:00,16.9,2.388888888888889,4.138888888888889,1008.4,4.0588132804077075,997.7667571884533
2024-11-02 02:00:00,16.5,2.1944444444444446,3.6944444444444446,1007.8,3.625808208603432,997.1584862165178
2024-11-02 03:00:00,16.2,2.1944444444444446,3.5277777777777777,1007.5,3.4667677903635443,996.8506825541408
2024-11-02 04:00:00,15.9,2.25,3.416666666666667,1007.6,3.3632829276792124,996.9386303976676
2024-11-02 05:00:00,15.6,2.111111111111111,2.694444444444444,1007.7,2.667752574950717,997.026553331067
2024-11-02 06:00:00,16.2,1.8611111111111112,1.9166666666666667,1007.9,1.9141245838577403,997.2464545372889
2024-11-02 07:00:00,19.0,0.8611111111111112,1.1388888888888888,1008.9,1.126178474844257,998.3375537360367
2024-11-02 08:00:00,20.9,1.7222222222222223,1.5555555555555554,1009.6,1.5631818039823346,999.0981652491672
2024-11-02 09:00:00,22.2,2.8055555555555554,2.6666666666666665,1009.8,2.6730218736889824,999.3420782001963
2024-11-02 10:00:00,22.8,3.5,3.555555555555556,1009.8,3.5530134727466294,999.3631703244902
2024-11-02 11:00:00,23.5,4.0,4.111111111111112,1009.6,4.106026945493259,999.1897327808994
2024-11-02 12:00:00,23.8,4.75,5.111111111111111,1009.4,5.094587572853089,999.0022558006158
2024-11-02 13:00:00,23.5,5.111111111111111,5.805555555555555,1008.9,5.773779520443975,998.4969506761583
2024-11-02 14:00:00,23.3,5.694444444444445,6.583333333333333,1008.4,6.542660008390511,997.9951276922412
2024-11-02 15:00:00,22.8,5.777777777777778,6.805555555555555,1008.0,6.758527023590417,997.5817742989562
2024-11-02 16:00:00,22.1,5.416666666666667,6.527777777777778,1007.8,6.47693612159925,997.3592743915817
2024-11-02 17:00:00,21.4,4.972222222222221,6.138888888888889,1007.8,6.085505149901435,997.3345912180288
2024-11-02 18:00:00,20.6,4.444444444444445,5.722222222222222,1008.3,5.663754317616915,997.8010323112103
2024-11-02 19:00:00,20.0,4.194444444444445,5.666666666666666,1009.2,5.599301472230117,998.670265845078
